1 0,20,20,0,0,9,9,0,0,6,6,water,none,none,,,,,SATISFIABLE,XXX---------------XXX-----------------XX-------------------X-------------------X-------------XX----XX-------XX---XX-----XXXX---XXX---XXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXX----XXXXX---K-----------XX------------------XX-----------------XXX---------------XXXXX----XXXXX---XXXXXXXX----XXXXXXXXXXXXXXXXX---XXXXXXXXXXX---XXX---XXXXXX---XX---XXXXXXXXXXXX---XX---XXXXXXXXXXXX--------XXXXXX--------------X,4,16.807,
0 0,20,20,0,0,0,0,0,0,0,0,none,none,none,,XXXXX---XXXXXXXXXXXX,,,SATISFIABLE,XXXXXXXXXXXXXXX----XXXXXXXXXXXXXXX-----XX----XXXXXX---------X----XXXXXX---------X----XXXXXX---------X----XXXXXX-------XXX-----------------XXXX------------XXXXXXXX------------XXXXXXXX---XX-------XXXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXX---XXX---------XXXXX---XXX----------XXXX---XXX-----------XX----XXXXXXXXX-----XX-----XXXXXXXX-----XX--------XXXXXX----XX--------XXXXXX----XX-----------------XX,4,24.884,
2 0,20,20,0,0,0,5,0,0,9,9,none,none,none,,,,XX---XXXXXXXXXXXXXXX,SATISFIABLE,XXXXXXXXX--------XXXX-------------------X-------------------X-------------------X------XXXXXX------X-------XXXXXXX-----X----XXXXXXXXXXX----X----XXXXXXXXXXX---XXX---XXXXXXXXXXX---XXX---XXXX---XXXX---XXXXXXXX-----XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXX---------XXXXXX---XX----------XXXXX---XX----------XXXXX---XX-------------XX---XX-------------XX------------------XX------------------XX------------------X,4,13.068,
3 0,20,20,0,0,0,0,8,8,5,0,none,none,none,,,,XXXXX---XXXXXXXXXXXX,SATISFIABLE,XXXXXXXXXXXXXXXXXXXX-------------XXXXXXX----------------XXXX----------------XXXXX-------XX------XXXXX-------XX-------XXXX------XXXX------XXXXX-----XXXXX-----XXXXX-----XXXXX----XXXXXXX----XXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXX------XXXXXX---XXXXX------XXXXXX---XXXXX------XXXXXX---XXXXX----XXXXXXXX-----------XXXXXXXXX-----------XXXXXXXXX-----------XXXXXXXXX-------XXXXXXXXXXXXX------XXXXXXXXXXXXX,4,46.707,
0 1,20,20,0,0,0,0,0,0,0,0,none,water,down,XXXXXXXXXXXXXXX----X,,,,UNSATISFIABLE,,4,0,
0 1,20,20,5,5,0,0,16,16,0,0,none,water,down,,,,,SATISFIABLE,XXXX------XXXXXXXXXXXXXX------XXXXXXXXXXXXXXXX-----XXXXXXXXXXXXXXXX----XX---XXXXX---XXX----XX---XXXXX---------XXX---XXXXX---------XXX---XXXXX---------XXX---XXXXX-------XXXXX---XXXXX-----XXXXXXX---XXXXX-----XXXX------XXXXXXX----XXX------XXXXXXX----XXX------XXXXXXXWWWWWXX--------XXXXXXWWWWXX--------XXXXXXWWWWXX--------XXXXXXXWWWWWWWWXX----XXXXXXWWWWWWWWXX----XXXXXXWWWWWWWWXX----XXXXXXXXXXXXXXXXX---X,4,390.374,
0 0,20,20,0,0,6,6,4,4,0,0,none,none,none,,XXXXX---XXXXXXXXXXXX,XXXXXXXXXXXXXXXX---X,,SATISFIABLE,X------------------XX------------------XX-------------------X-------------------X---XX---XX---------X---XXXXXXXXXX-----XX---XXXXXXXXXX-----XXXXXXXXXXX---------XXXXXXXXX----------XXXXXXXX------------XXX---XX-------XX---XXX------------XXXXXXXX------------XXXXXXXX----------XXXXXXXXXX-----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXX-------XXXXXXXXXXXXX-------XXXXXXXXXXXXXX------XXXXXXXXXX,4,12.775,
1 1,20,20,0,0,6,6,2,2,0,0,none,none,none,XXX---------------XX,,,XXXXXXXXXXXXXXXXXXXX,SATISFIABLE,XXXXX--------------XX------------------XX-------------------X-------------------XXX---------XXX-----XXXX-------XXXX----XXXXX-------XXX-----XXXXXX------XX-----XXXXXXX----XXXX-----XXXXXXX----XXXX-----XXXXXXXXXXXXXX-----XXXXXXXXXXXXXX------XXXXXXX------------XXXXXXXX------------XXXXXX-------------XXXXXXX-------XX---XXXXXXX--------XXXXXXXXXXXX----XXXXXXXXXXXXXXXX----XXXXXXXXXXXXXXXXX----------XXXXXXXX,4,14.784,
2 1,20,20,0,0,9,9,0,0,6,6,none,none,none,XXXXXXXXX--------XXX,,,XXXXXXXXXXXXXXXXXXXX,SATISFIABLE,X------------------XX------------------X-------------------X-------------------------XXX------------X----XXX------------X-------------XX----X------------XXXXX--XX-----------XXXXXXXXX---XX------XXXXXXXXX---XX-----XXXXXXXXXX---XX-----XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX-----XX-----XX---XXX-----XX----------XXX-----------------XXX-----------------XXX-----------------XXX------------------X,4,12.776,
3 1,20,20,7,7,0,0,0,0,9,9,none,none,none,XXXXXXXXXXXXXXXXXXXX,,,XX---XXXXXXXXXXXXXXX,SATISFIABLE,X------XXXXXXXXXXXXXX------XXXXXXXXX---XX-----XXX---XX-----X-----XXXX----------X-----XXX-----------X-----XX------------X----XXX------------X----XXX----XX------XX----------XX-----XXX---------XXX-----XXX---------XXXX----XXXX---XX---XXXX----XXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXXXXXXXXXXXXXX---XXXXXXXXXXXXXXX-----XXXXXXXXXXXXXX------XXXXXXXXX---XX------XX----XXX---XX------XX----------XX------------------X,4,5.473,
